1010001.0,豪华高端,
1010002.0,品质高端（四星级）,四星级
1010003.0,三星级（舒适）,三星级
1010004.0,经济连锁,经济连锁
1010005.0,精品酒店,
1010006.0,商务酒店,
1010007.0,温泉酒店,温泉酒店
1010008.0,钟点房,
3000001.0,下午茶,串串香
3000002.0,菜系,
3000003.0,branch,
3000004.0,早茶、早点,
3000005.0,自助餐,云贵菜
3000006.0,素餐,
3000007.0,川菜,川菜
3000008.0,粤菜,粤菜
3000009.0,鲁菜,鲁菜
3000010.0,苏菜,
3000011.0,浙菜,
3000012.0,闽菜,福建菜
3000013.0,徽菜,徽菜
3000014.0,湘菜,湘菜
3000015.0,京菜,京菜
3000016.0,鄂菜,鄂菜
3000017.0,东北菜,晋菜
3000018.0,西北菜,东北菜
3000019.0,台湾菜,西北菜
3000020.0,韩国菜,东南亚菜
3000021.0,日本菜,韩国菜
3000022.0,东南亚风味,
3000023.0,火锅,下午茶
3000024.0,网红,
3000025.0,烧烤,素食
3000026.0,云南菜,
3000027.0,新疆菜,新疆菜
3000028.0,海鲜,法国菜
3000029.0,贵州菜,
3000030.0,面馆,潮粤菜
3000031.0,小龙虾,中东菜
3000032.0,江西菜,
3000033.0,家常菜,家常菜
3000034.0,融合菜,
3000035.0,山西菜,
3000036.0,创意菜,创意菜
3000037.0,农家菜,农家菜
3000038.0,私房菜,私房菜
3000039.0,特色菜,特色菜
6010001.0,ATM,ATM
6010002.0,网点,网点
6010003.0,信用社,
6080001.0,婚纱摄影,
6080002.0,旅拍,
6080003.0,婚宴,
6080004.0,婚礼策划,
6080005.0,婚纱礼服,
6080006.0,西服定制,
6080007.0,婚戒首饰,
6080008.0,彩妆造型,
6080009.0,司仪主持,
6080010.0,婚礼跟拍,
6080011.0,婚车租赁,
6080012.0,婚礼小商品,
6080013.0,个性写真,
6080014.0,婚房装修,
6090001.0,儿童摄影,
6090002.0,孕妇写真,
6090003.0,满月照,
6090004.0,百天照,
6090005.0,上门拍,
6090006.0,全家福,
6090007.0,儿童乐园,
6090008.0,亲子活动,
6090009.0,亲子会所,
6090010.0,早教中心,
6090011.0,月子会所,
6090012.0,月嫂,
6090013.0,婴儿游泳,
6090014.0,幼儿才艺,
6090015.0,幼儿外语,
6090016.0,婴儿理发,
6090017.0,宝宝派对,
6090018.0,儿童医院,
6090019.0,产后恢复,
6090020.0,孕妈用品,
6090021.0,婴儿用品,
6090022.0,乐高,
6090023.0,托班/托儿所,
6101001.0,日常保洁,
6101002.0,深度保洁,
6101003.0,擦玻璃,
6101004.0,家电清洗,
6101005.0,除甲醛,
6101006.0,杀虫除螨,
6101007.0,地板打蜡,
6102001.0,保姆,
6102002.0,月嫂,
6180001.0,自来水营业厅,
6180002.0,电力营业厅,
6200001.0,洗衣店,
6200002.0,裁缝改衣,
6200003.0,奢侈品护理,
6200004.0,修鞋擦鞋,
6200005.0,其他洗涤护理,
6210001.0,送水站,
6210002.0,送奶站,
6220001.0,结婚登记照,
6220002.0,证件照,
6220003.0,形象照,
6220004.0,照片冲印,
6220005.0,自拍,
6230001.0,广告印刷,
6230002.0,复印刻章,
6230003.0,其他文印图文,
7011001.0,保龄球,保龄球
7011002.0,网球,网球
7011003.0,篮球,篮球
7011004.0,足球,足球
7011005.0,羽毛球,羽毛球
7011006.0,排球,乒乓球
7011007.0,乒乓球,台球
7011008.0,门球,滑雪
7011009.0,棒球,溜冰
7011010.0,手球,台球
7011011.0,曲棍球,壁球
7011012.0,垒球,游泳
7012001.0,溜冰,赛车
7012002.0,滑雪,滑翔伞
7012003.0,射击,
7012004.0,棋院,
7012005.0,射箭,
7013001.0,拳击,
7013002.0,柔道,
7013003.0,跆拳道,
7013004.0,击剑,
7013005.0,摔跤,
7013006.0,空手道,
7013007.0,武术,
7020001.0,瑜伽,
7020002.0,舞蹈,
7020003.0,跑步,
7080001.0,推拿,
7080002.0,SPA,
7080003.0,拔罐,
7080004.0,修脚,
7080005.0,刮痧,
7080006.0,针灸,
7080007.0,采耳,
7080008.0,按摩,
7080009.0,足疗,
7080010.0,精油,
7080011.0,盲人按摩,
7080012.0,艾灸,
7080013.0,香薰,
7080014.0,石疗,
8031001.0,英语,
8031002.0,日语,
8031003.0,德语,
8031004.0,韩语,
8031005.0,西班牙语,
8031006.0,法语,
8031007.0,汉语,
8031008.0,俄语,
8031009.0,意大利语,
8031010.0,其他外语,
8032001.0,热门乐器,
8032002.0,乐理乐声,
8032003.0,弦乐器,
8032004.0,打击乐器,
8032005.0,管乐器,
8032006.0,民族乐器,
8032007.0,其他音乐培训,
8033001.0,美容整形从业,
8033002.0,餐饮酒店从业,
8033003.0,会计,
8033004.0,IT/互联网,
8033005.0,教师从业,
8033006.0,公务员培训,
8033007.0,司法培训,
8033008.0,医疗护理从业,
8033009.0,建筑工程培训,
8033010.0,数控机械培训,
8033011.0,维修培训,
8033012.0,礼仪口才,
8033013.0,其他职业培训,
8034001.0,小学辅导,
8034002.0,初中辅导,
8034003.0,高中辅导,
8034004.0,中小学综合辅导,
8034005.0,艺考,
8034006.0,考研,
8034007.0,STEM创客教育,
8035001.0,成人学历提升,
8035002.0,美术培训,
8035003.0,书法培训,
8035004.0,棋牌培训,
8035005.0,烘焙厨艺,
8035006.0,茶酒咖啡培训,
8035007.0,花艺,
8035008.0,手工制作,
8035009.0,美妆入门,
8035010.0,摄影入门,
8035011.0,在线教育,
,,
100001.0,地铁沿线,
100002.0,交通便利,
100003.0,学区房,
