北京市,110000,0,,
上海市,310000,0,,
广州市,440100,0,,
深圳市,440300,0,,
天津市,120000,1,营业网点,6052
天津市,120000,1,其他家具家居,15488
天津市,120000,1,床品家纺,2941
天津市,120000,1,美发,11495
天津市,120000,1,酒店,13329
天津市,120000,1,银行,6416
天津市,120000,1,火车站,523
天津市,120000,1,停车场,7345
天津市,120000,1,加油站,2513
天津市,120000,1,ATM,6252
天津市,120000,1,家具家居,44771
天津市,120000,1,养发,10920
天津市,120000,1,信用社,56
天津市,120000,1,智能家居,540
天津市,120000,1,家用电器,11849
天津市,120000,1,飞机场,663
天津市,120000,1,景点,3651
天津市,120000,1,美容整形,8367
天津市,120000,1,KTV,1016
天津市,120000,1,美容,13534
天津市,120000,1,自助网点,3095
天津市,120000,1,电影院,804
天津市,120000,1,SPA,9446
天津市,120000,1,便利店,21102
天津市,120000,1,医学美容,277
天津市,120000,1,药店,6522
天津市,120000,1,祛痘,915
天津市,120000,1,加气站,1211
天津市,120000,1,超市,22171
沈阳市,210100,1,银行,3150
沈阳市,210100,1,景点,1525
沈阳市,210100,1,ATM,3061
沈阳市,210100,1,美发,10849
沈阳市,210100,1,KTV,714
沈阳市,210100,1,加气站,746
沈阳市,210100,1,SPA,8346
沈阳市,210100,1,火车站,341
沈阳市,210100,1,营业网点,3692
沈阳市,210100,1,家用电器,8635
沈阳市,210100,1,祛痘,891
沈阳市,210100,1,信用社,132
沈阳市,210100,1,美容整形,7598
沈阳市,210100,1,飞机场,337
沈阳市,210100,1,停车场,4190
沈阳市,210100,1,智能家居,289
沈阳市,210100,1,其他家具家居,10578
沈阳市,210100,1,养发,10280
沈阳市,210100,1,药店,6294
沈阳市,210100,1,床品家纺,1617
沈阳市,210100,1,电影院,796
沈阳市,210100,1,医学美容,235
沈阳市,210100,1,加油站,950
沈阳市,210100,1,酒店,11595
沈阳市,210100,1,超市,25055
沈阳市,210100,1,便利店,24591
沈阳市,210100,1,家具家居,29439
沈阳市,210100,1,美容,11795
沈阳市,210100,1,自助网点,1479
南京市,320100,1,其他家具家居,8976
南京市,320100,1,KTV,616
南京市,320100,1,电影院,1130
南京市,320100,1,祛痘,1041
南京市,320100,1,自助网点,2015
南京市,320100,1,营业网点,3861
南京市,320100,1,养发,7970
南京市,320100,1,美容,9638
南京市,320100,1,景点,4149
南京市,320100,1,停车场,8681
南京市,320100,1,智能家居,756
南京市,320100,1,银行,3918
南京市,320100,1,加油站,1725
南京市,320100,1,美发,8303
南京市,320100,1,火车站,479
南京市,320100,1,飞机场,834
南京市,320100,1,药店,3588
南京市,320100,1,床品家纺,2395
南京市,320100,1,SPA,8753
南京市,320100,1,酒店,15985
南京市,320100,1,便利店,14572
南京市,320100,1,ATM,3782
南京市,320100,1,超市,14984
南京市,320100,1,美容整形,7232
南京市,320100,1,家具家居,37883
南京市,320100,1,信用社,28
南京市,320100,1,加气站,620
南京市,320100,1,医学美容,293
南京市,320100,1,家用电器,8963
苏州市,320500,1,加气站,79
苏州市,320500,1,祛痘,1326
苏州市,320500,1,美发,16107
苏州市,320500,1,医学美容,152
苏州市,320500,1,火车站,2003
苏州市,320500,1,电影院,775
苏州市,320500,1,景点,4409
苏州市,320500,1,药店,7065
苏州市,320500,1,家具家居,94762
苏州市,320500,1,其他家具家居,60459
苏州市,320500,1,养发,15351
苏州市,320500,1,飞机场,38
苏州市,320500,1,加油站,2070
苏州市,320500,1,ATM,6241
苏州市,320500,1,酒店,18449
苏州市,320500,1,自助网点,3743
苏州市,320500,1,便利店,30027
苏州市,320500,1,停车场,10038
苏州市,320500,1,超市,30315
苏州市,320500,1,信用社,8
苏州市,320500,1,营业网点,5735
苏州市,320500,1,KTV,897
苏州市,320500,1,SPA,13339
苏州市,320500,1,美容,16339
苏州市,320500,1,床品家纺,15734
苏州市,320500,1,家用电器,20382
苏州市,320500,1,美容整形,11690
苏州市,320500,1,智能家居,1383
苏州市,320500,1,银行,6400
杭州市,330100,1,飞机场,785
杭州市,330100,1,ATM,6222
杭州市,330100,1,电影院,1065
杭州市,330100,1,营业网点,5535
杭州市,330100,1,自助网点,3346
杭州市,330100,1,加油站,1752
杭州市,330100,1,美发,14668
杭州市,330100,1,信用社,196
杭州市,330100,1,美容,12831
杭州市,330100,1,景点,8157
杭州市,330100,1,药店,6519
杭州市,330100,1,床品家纺,6598
杭州市,330100,1,家具家居,59352
杭州市,330100,1,智能家居,929
杭州市,330100,1,KTV,1224
杭州市,330100,1,火车站,312
杭州市,330100,1,祛痘,1316
杭州市,330100,1,银行,6401
杭州市,330100,1,加气站,876
杭州市,330100,1,家用电器,14458
杭州市,330100,1,其他家具家居,26039
杭州市,330100,1,酒店,23290
杭州市,330100,1,超市,22343
杭州市,330100,1,医学美容,373
杭州市,330100,1,SPA,11093
杭州市,330100,1,便利店,23656
杭州市,330100,1,养发,14018
杭州市,330100,1,停车场,11057
杭州市,330100,1,美容整形,9229
宁波市,330200,1,医学美容,135
宁波市,330200,1,KTV,466
宁波市,330200,1,家具家居,50278
宁波市,330200,1,飞机场,148
宁波市,330200,1,信用社,338
宁波市,330200,1,美发,9467
宁波市,330200,1,火车站,320
宁波市,330200,1,美容,8764
宁波市,330200,1,ATM,5657
宁波市,330200,1,智能家居,754
宁波市,330200,1,祛痘,714
宁波市,330200,1,酒店,9913
宁波市,330200,1,床品家纺,3373
宁波市,330200,1,便利店,16219
宁波市,330200,1,银行,5779
宁波市,330200,1,营业网点,4466
宁波市,330200,1,加油站,1092
宁波市,330200,1,停车场,4870
宁波市,330200,1,景点,2981
宁波市,330200,1,美容整形,6234
宁波市,330200,1,超市,16813
宁波市,330200,1,加气站,23
宁波市,330200,1,SPA,7041
宁波市,330200,1,养发,9090
宁波市,330200,1,电影院,689
宁波市,330200,1,家用电器,13180
宁波市,330200,1,药店,4532
宁波市,330200,1,自助网点,3137
宁波市,330200,1,其他家具家居,29749
青岛市,370200,1,药店,6951
青岛市,370200,1,家用电器,13800
青岛市,370200,1,床品家纺,3977
青岛市,370200,1,便利店,25017
青岛市,370200,1,火车站,4380
青岛市,370200,1,自助网点,2730
青岛市,370200,1,SPA,8833
青岛市,370200,1,美发,11502
青岛市,370200,1,加气站,123
青岛市,370200,1,飞机场,815
青岛市,370200,1,超市,25751
